white,white_elo,black,black_elo,result,date,moves
ranjkesh,1834,Sacha-Alexander,1450,0-1,????.??.??,e4 e5 Nf3 d6 d4 Bg4 Be2 Bxf3 gxf3 exd4 Qxd4 Nc6 Qc3 d5 Rg1 Bb4 Rxg7 Bxc3+ Nxc3 Qf6 Nxd5 Qxg7 Nxc7+ Kd7 Nxa8 Nf6 Bd2 Rxa8 O-O-O Nd4 Be3 Ke7 Bxd4 Rd8 Bc5+ Ke8 Bb5+ Nd7 Bxa7 Qg5+ f4 Qxb5 e5 Qa5 Bd4 Qxa2 c3 Qa1+ Kc2 Qa4+ Kd2 Nb6 Ke2 Nc4 Rc1 Qa2 Rc2 Qb3 Rc1 Qxb2+ Kf3 Qxc1 Kg4 Ne3+ fxe3 Qg1+ Kh3 Rd5 e4 Qf1+ Kg3 Qe1+ Kf3 Qf1+ Kg3 Rb5 f5 Rb2 f6 Qg2+ Kh4 Qxh2+ Kg5 Qg2+ Kf5 Re2 e6 Qxe4+ Kg5 Qxe6 Kh6 Qh3+ Kg7 Qh5 Kh8 Qg4 Bb6 Qg6 Bd4 Kf8 Bc5+ Ke8 Bd4 Rg2 c4 Qg8#
zxcvbnmzxcvbnm,2049,igo1,2065,1-0,????.??.??,c3 Nf6 d3 g6 Nd2 Bg7 Qc2 d6 b3 c5 Bb2 Nc6 e4 O-O Ngf3 b6 h3 Bb7 Be2 d5 O-O-O Rc8 Kb1 Ba6 Rhe1 dxe4 dxe4 Bxe2 Rxe2 Qc7 Nc4 b5 Ne3 Rfd8 Rde1 Qb7 e5 Nd5 Ng4 e6 h4 c4 b4 Ncxb4 cxb4 c3 Bc1 Nxb4 Qb3 c2+ Ka1 Nd3 Nf6+ Kh8 Rxc2 Rxc2 Qxc2 Nxe5 Nxe5 Bxf6 Kb1 Rc8 Qb2 Qc7 Nxf7+ Kg7 Ne5
Sge,1699,gapjunction,1599,0-1,????.??.??,e4 g6 d4 Bg7 Nc3 d6 Be3 Nc6 Qd2 e5 Nf3 exd4 Nxd4 Nge7 O-O-O O-O f3 a6 g4 Nxd4 Bxd4 Nc6 Bxg7 Kxg7 h4 Be6 h5 Rh8 Nd5 Bxd5 Qxd5 Ne5 Be2 b5 Kb1 Qg5 f4 Qxf4 Rdf1 Qg5 h6+ Kf8 Rxf7+ Nxf7 Qxa8+ Ke7 Qb7 Qc5 Qd5 Qxd5 exd5 Ne5 g5 Rf8 a3 Rf2 Bd3 Kd7 Rf1 Rxf1+ Bxf1 c6 Bg2 c5
rotnem,1750,meham,1445,1-0,????.??.??,d4 d5 c4 dxc4 Nf3 e6 e3 Nc6 Bxc4 Bd7 O-O Be7 d5 exd5 Qxd5 Nf6 Qxf7#
kick,1469,mossd13,1473,1-0,????.??.??,e4 e6 Nf3 g6 d4 b6 c3 c6 Bd3 Bb7 O-O d5 e5 f6 exf6 Nxf6 Bg5 Be7 Qd2 O-O Ne5 Nbd7 f4 Nxe5 fxe5 Ne4 Bxe7 Qxe7 Bxe4 dxe4 Na3 Rxf1+ Rxf1 Rf8 Qe2 Rxf1+ Kxf1 c5 Nc4 cxd4 cxd4 Qf7+ Kg1 Qf5 Nd6 Qh5 Qxh5 gxh5 Nxb7 Kf7 Kf2 Ke7 Ke3 Kd7 Kxe4 Kc7 Nd6 a5 Nf7 Kd7 Ng5 h6 Nf3 Ke7 d5 exd5+ Kxd5 b5 Nd4 b4 Nc6+ Kd7 Nxa5 Ke7 Nc4 Kd7 Ne3 Ke7 Nc2 b3 axb3 Kd7 b4 Kc7 b5 Kb7 Nd4 Kc7 e6 Kd8 Kd6 h4 e7+ Ke8 b6 h3 gxh3 h5 b7 h4 b8=Q+ Kf7 e8=Q+ Kf6 Qbd8+ Kg7 Qde7+ Kh6 Qe6+ Kg5 Q8g6+ Kf4 Qgf5#
CreamPie91,1811,yaltuf,1835,1-0,????.??.??,e3 Nc6 Qf3 b6 Bc4 Bb7 Bb5 Nf6 Bc4 Rb8 Qg3 e6 Nc3 g6 Nce2 Bg7 c3 O-O Bd3 d5 Bc2 e5 h4 e4 h5 Nxh5 Rxh5 gxh5 f3 exf3 Nxf3 Bc8 Nh4 Bg4 Nf4 Qe7 d4
accelix,1836,WATCHTHEEE,1406,1-0,????.??.??,e4 e5 f4 Nc6 Nf3 exf4 d4 Be7 d5 Ne5 Nxe5 Bh4+ Ke2 d6 Nf3 Bg4 Nc3 Nf6 Bxf4 Nh5 Be3 g6 Qd4 f5 Qxh8+
bryk,1542,Eddy_Proud,1607,1-0,????.??.??,d4 d5 c4 c6 Nc3 Bf5 e3 e6 Nf3 a6 Be2 h6 O-O Nf6 b3 Nbd7 Bb2 Be7 h3 O-O Nd2 Rc8 f3 Bh7 e4 dxe4 Ndxe4 Nxe4 Nxe4 Nf6 Qc2 Qc7 Bd3 Rcd8 Nxf6+ Bxf6 Bxh7+ Kh8 Be4 Bxd4+ Bxd4 Rxd4 Rad1 Rfd8 Rxd4 Rxd4 Rd1 Rxd1+ Qxd1 Qg3 Bc2 g6 Qd4+ Kg8 Qd7 Qe1+ Kh2 Qe5+ Kg1 Qa1+ Kf2 Qxa2 Qd3 Kg7 Qc3+ Kg8 g4 Kh7 Kg3 Qa3 h4 Qd6+ Kg2 Qf4 h5 Qg5 hxg6+ fxg6 Kg3 Qe7 Qe5 Qb4 Qxe6 Qd2 Qxg6+ Kh8 Qh7#
API-5555,1689,Arcticpenguin,1653,0-1,????.??.??,e4 c5 Nf3 d6 Nc3 Nf6 d4 cxd4 Nxd4 Nc6 Bb5 Bd7 Bxc6 bxc6 O-O g6 a3 Bg7 Bg5 O-O Rb1 c5 Nde2 Rb8 f4 Bg4 h3 Bxe2 Qxe2 Nd7 Nd5 Nf6 c4 Nxd5 cxd5 Qb6 Kh1 Rfe8 e5 Qb5 Qe4 h6 Bh4 a5 e6 f5 Qf3 Qb3 g4 Qxf3+ Rxf3 fxg4 hxg4 Rxb2 Rxb2 Bxb2 a4 Kg7 g5 h5 f5 Rf8 f6+ exf6 gxf6+ Bxf6 Bxf6+ Rxf6 Rb3 Rf5 Rb5 Rxd5 Rxa5 Kf6 e7 Kxe7 Ra7+ Kf6 a5 Re5 a6 Re1+ Kg2 Ra1 Kf3 Ke6 Ra8 Kd7 Ra7+ Kc6 Rg7 Rxa6 Rxg6 Kd5 Rg5+ Kd4 Rxh5 c4 Rh4+ Kc3 Ke3 Kb3 Rd4 c3 Kd3 Rc6 Rd5 Kb4 Rd4+ Kb3 Rd5 Rb6
SHY1,1542,dkurashev,1304,0-1,????.??.??,e4 e5 Nf3 Nc6 Bc4 d6 Ng5 Qxg5 g3 Nf6 d3 Qg4 Qxg4 Bxg4 h3 Bf3 Rg1 Nd4 Be3 Nxc2+
moloko7,1157,mocovi,1164,0-1,????.??.??,e4 e6 Nf3 d5 e5 c5 d4 g6 Nc3 cxd4 Nxd4 Bg7 Bf4 Ne7 Bg3 O-O h4 Bd7 h5 Nf5 Nxf5 exf5 hxg6 fxg6 Bd3 Nc6 Qf3 Qg5 Qxd5+ Kh8 Qxd7 Qe7 Qxe7 Nxe7 O-O-O Nd5 Bxf5 Rxf5 f3 Nxc3
aliyvz,1387,Boomshakalaka,1436,1-0,????.??.??,d4 Nf6 Bg5 e6 Bxf6 Qxf6 Nc3 Nc6 Nf3 Bb4 g3 b6 Bg2 Bb7 O-O O-O-O e3 e5 d5 Bxc3 dxc6 Bxb2 cxb7+ Kxb7 Rb1 e4 Nd2 Rde8 Nxe4 Rxe4 Bxe4+ c6 Qxd7+ Ka6 Bd3+ b5 a4 Rd8 axb5+ Kb6 Qxc6+ Qxc6 bxc6 Kxc6 Rxb2 Rxd3
Alco1,1386,marsbull,1329,1-0,????.??.??,c4 d5 c5 Bd7 d4 b6 b4 bxc5 dxc5 Nc6 Bd2 Qb8 e3 Nxb4 Bxb4 Qxb4+ Nd2 g6 a3 Qb2 Bd3 Bg7 Ne2 Qxa1 Qxa1 Bxa1 O-O Nf6 Rxa1 O-O Nd4 Rab8 a4 Rb4 c6 Bc8 h3 Ne4 Bxe4 dxe4 Nxe4 Ba6 Nc5 Bd3 Nxd3 Rc4 a5 e5 Nxe5 Re8 Nd7 Rxc6 Nxc6 Re6 Nxa7 c5 Nxc5
DarthMazut,1441,ZOKU,1195,1-0,????.??.??,e4 e5 f4 d6 fxe5 dxe5 Nf3 Nc6 c3 Nf6 d3 Bg4 h3 Bxf3 Qxf3 Bc5 Be3 b6 Bxc5 bxc5 Be2 h5 O-O g5 d4 cxd4 Bb5 Qd7 Qxf6 O-O Qxg5+ Kh8 Qxh5+ Kg8 Qg5+ Kh8 Qf6+ Kg8 Bxc6 Qd8 Bxa8 Qxa8 Rf5 Re8 Rg5+ Kf8 Nd2 Re6 Qh8+
vevesem,1961,likor64,1934,1-0,????.??.??,e4 Nc6 Nc3 e5 Nf3 Nf6 Bc4 Bb4 O-O O-O d3 Bxc3 bxc3 d6 Bg5 Bg4 h3 Bh5 g4 Bg6 Nh4 Ne7 Bxf6 gxf6 f4 exf4 Rxf4 d5 Bb3 c5 Rxf6 c4 dxc4 dxe4 c5 Kg7 Rd6 Qa5 Qd4+ Kg8 Rf1 Rad8 Kg2 Rxd6 cxd6 Nc6 Qf6 Ne5 Nxg6 hxg6 d7
josrive,1379,piterian,1331,0-1,????.??.??,e4 d5 exd5 Qxd5 Nc3 Qe6+ Be2 Nf6 d4 Ne4 Bg4 Qxg4 Qxg4 Bxg4 Nxe4 Bf5 f3 Nc6 Be3 Nb4 O-O-O Nxa2+ Kb1 Nb4 c3 Nd5 Bg5 f6 Bh4 Ne3 Rd2 Nc4 g4 Nxd2+ Kc1 Nb3+ Kb1 Nd2+ Kc1 Nxf3 Nxf3 Bxe4 Re1 Bxf3 Rf1 Bxg4 Rf3 Bxf3
xjanix,1651,Cls,1707,0-1,????.??.??,g3 d5 Bg2 c6 e3 Nf6 a3 Nbd7 b4 e5 Bb2 Bd6 d3 O-O Nd2 Re8 Ne2 b6 O-O Bb7 Rc1 Qc7 c4 dxc4 Nxc4 Be7 b5 Rac8 a4 c5 Bxb7 Qxb7 Nxe5 Nxe5 Bxe5 Nd5 Bc3 Rcd8 d4 Nc7 Qb3 Ne6 Qc4 Ng5 d5 Rxd5 f4 Nh3+ Kg2 Rd4+ Qd5 Rxd5 Kxh3 Rh5+ Kg4 g6 h4 f5+ Kh3 g5 fxg5 Bxg5 Nf4 Bxf4 Rxf4 Rxe3 Bf6 Re2 Rg1 Rh6 Rxf5 Qd7 Rf1 Rxf6
montignien,1757,pituit,1784,0-1,????.??.??,c4 Nf6 Nf3 g6 g3 Bg7 Bg2 O-O O-O d5 cxd5 Nxd5 Nc3 Nxc3 bxc3 Nc6 d3 b6 Qc2 Bb7 a4 a5 Ba3 Re8 Nd2 e5 Rab1 Qd7 Qb3 Rad8 Bf3 Ba8 Qb5 Kh8 Qb2 f5 Bg2 e4 d4 Nxd4 cxd4 Bxd4 Qb5 Bc6 Qc4 Bxa4 e3 Bg7 Nb3 Bb5 Qc1 Bxf1 Bxf1 b5 Bb2 c6 Bxg7+ Kxg7 Nd4 a4 Qc5 Rc8 Rc1 Red8 Nxc6 Qd6 Bxb5 Qxc5 Rxc5 Rd1+ Kg2 Rb1 Bxa4 Rb6 Rc4 Ra6 Bb5 Rb6 Ba4 Ra6 Bb5 Rb6 Ne5 Rxc4 Nxc4 Rxb5 Nd6 Rb2 h4 h6 Nc4 Rc2 Ne5 Rc8 Nd7 Kf7 Nb6 Rc1 Nd5 Ke6 Nf4+ Kf6 Nd5+ Kg7 Ne7 g5 hxg5 hxg5 Nd5 Kg6 Ne7+ Kf6 Nd5+ Ke5 Nb4 Rc4 Na6 Kd6 Nb8 Rb4 Na6 Rb6
Bishopkiller61,1626,Rapoza,1703,0-1,????.??.??,e4 e5 Nf3 Nc6 d4 exd4 Bc4 Bc5 c3 d3 Qb3 Qe7 O-O d6 Ng5 Nh6 Nf3 O-O Bxh6 gxh6 Nbd2 Be6 Bxe6 fxe6 e5 d5 Qd1 Rf7 b4 Bb6 a4 a6 Re1 Raf8 Nb3 Kh8 Qxd3 Rg8 g3 Qf8 Nbd4 Nxd4 Nxd4 Rxf2 Rf1 Bxd4 cxd4 Rxf1+ Rxf1 Qxb4 Rf6 Qe1+ Kg2 Re8 Rxh6 Qe4+ Qxe4 dxe4 Kf2 Kg7 Rf6 Rf8 Rxf8 Kxf8 Ke3 b5 axb5 axb5 Kxe4 Ke7 Kd3 c6 h4 Kf7 g4 Kg6 Kc3 h6 Kb4 h5 gxh5+ Kxh5 d5 exd5 e6 Kg6 h5+ Kf6 h6 Kxe6 h7 Kd6 h8=Q c5+ Kc3 b4+ Kc2 Kc6 Qc8+ Kb5 Qd7+ Kc4 Qg4+ d4 Qg8+ Kb5 Qc4+ Kxc4 Kc1 b3 Kd1 Kc3 Ke2 b2 Kf3 b1=Q Kf4 Qe1 Kf5 d3 Kf6 d2 Kf7 d1=Q Kf6 Qf3+ Kg7 Qeg3+ Kh6 Qh1#
Einstein314,1647,khardal,1849,0-1,????.??.??,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nxc6 dxc6 Nc3 Qxd1+ Nxd1 Bc5 Bc4 Nf6 Nc3 Bg4 h3 Bh5 g4 Bg6 f3 Nd7 f4 f6 f5 Bf7 Bd2 Bxc4 O-O-O O-O-O Rhe1 Bf7 Be3 Bxe3+ Rxe3 Nc5 Ree1 Rxd1+ Rxd1 Rd8 Rxd8+ Kxd8 a3 Kc7 Kd2 g6 Ke3 g5 b4 Nd7 Ne2 Kb6 c4 Bxc4 Nc3 Bf7 Kd3 a5 bxa5+ Kxa5 Ne2 b5 Ng3 Ka4 Nh5 Bxh5 gxh5 Kxa3 Ke3 b4 Kf3 b3 Kg4 b2 h4 h6 hxg5 fxg5 f6 Nxf6+ Kf5 Nxh5 Kxe5 b1=Q Kd6 Qxe4 Kc5 Qd5+ Kb6 c5 Kb5 c4+ Ka6 c3 Kb6 c2 Kc7 c1=Q+ Kb6 Qcc6+ Ka7 Qa5+ Kb8 Qaa8#
writer_13,1660,richandi,1474,1-0,????.??.??,e4 e5 Nf3 d6 Nc3 Bg4 Bb5+ c6 Bc4 b5 Bxf7+ Kxf7 d3 Nf6 h3 Bxf3 Qxf3 Be7 Bg5 Rf8 O-O-O Kg8 Qg3 Kh8 d4 Nh5 Bxe7 Qxe7 Qe3 Nd7 d5 Rf4 dxc6 Nc5 Nd5 Qe8 f3 Rf7 c7 Rc8 g4 Nf4 Nxf4 Rxf4 Rxd6 Rxc7 Rhd1 Ne6 Rxe6
zizi49,1254,szachmatpat,1233,0-1,????.??.??,e4 d6 d4 Nc6 d5 Ne5 Be2 Nf6 Bg5 Nxe4 Bf4 Bf5 Bxe5 dxe5 c4 e6 Nf3 exd5 Nxe5 Bd6 f4 Bxe5 fxe5 dxc4 Qa4+ c6 Qxc4 O-O Na3 Qe7 Rd1 Qxe5 Rf1 Rfe8 Nc2 Rad8 Rxd8 Rxd8 Ne3 Bg6 Qc1 Qxh2 Qc4 Re8 Bf3 Ng3 Kf2 h6 Ng4 Nxf1 Kxf1 Qd6 Kf2 b5 Qc3 c5 b3 b4 Qc1 a5 Nxh6+ gxh6 Qxh6 Qe6 Qc1 Kg7 Qd2 c4 bxc4 Qxc4 Qd7 Qc2+ Kg3 Rh8 Qd4+ Kh7 Qh4+ Kg8 Qd8+ Kg7 Qd4+ Kh7 Qh4+ Kg7 Qd4+ Kg8 Qd8+ Kh7
vatoo,1591,clayac,1790,1-0,????.??.??,e4 e5 d4 exd4 Qxd4 Nc6 Qd1 Nf6 f3 d5 Nc3 dxe4 Qxd8+ Kxd8 Nxe4 Nxe4 fxe4 Be6 Bd3 Bc5 Nf3 Re8 Bd2 h6 a3 Kd7 O-O-O Rad8 Bb5 a6 Bd3 Kc8 Bc3 f6 Nh4 Ne7 e5 f5 g3 g5 Nf3 Nc6 Rhe1 Kb8 h4 g4 Nh2 h5 Nf1 Bf8 Ne3 Bc8 Nxf5 Bxf5 Bxf5 Rxd1+ Kxd1 Bg7 e6 Bxc3 bxc3 Ne7 Bd3 Rd8 Kc1 Rd6 Bc4 b5 Bb3 Rc6 Re5 Rxc3 Rxh5 c5 Rh7 c4 Ba2 Nf5 e7 Re3 Rh8+ Kc7 e8=Q Rxe8 Rxe8 Nxg3 Rg8 Ne2+ Kd2 Ng1 Rxg4 Nf3+ Ke3 Ne5 Rg7+ Kb6 h5 a5 h6 b4 axb4 axb4 h7 b3 cxb3 cxb3 Bxb3
daji1006,1989,jalrivi,1739,1/2-1/2,????.??.??,e4 Nc6 d4 e6 c4 d5 cxd5 exd5 e5 Bf5 f4 Bb4+ Nc3 Nh6 Nf3 O-O h3 Be4 Be3 Nf5 Bf2 f6 a3 Ba5 Be2 Bb6 O-O Bxf3 Bxf3 Ncxd4 Bxd5+ Kh8 g4 fxe5 gxf5 exf4 Bxd4 Rxf5 Bxb7 Rg5+ Kh1 Bxd4 Bxa8 Qxa8+ Qf3 Qc8 Ne2 Be3 Rad1 Rg3 Qxg3 fxg3 Kg2 Bf2 Nxg3 Bxg3 Kxg3 h5 Rd4 Qe6 Rdf4 Qg6+ Kh2 Qc2+ R1f2 Qc5 b4 Qd6 Kh1 Qd1+ Kg2 Qd5+ R2f3 Qe6 Kg3 Qg6+ Kh4 Qh6 Rf8+ Kh7 R8f5 Qc6 Rxh5+ Kg8 Rg5 Qc4+ Rg4 Qe2 Rfg3 Qe7+ Kh5 Qe5+ Rg5 Qf6 Rxg7+ Qxg7 Rxg7+ Kxg7 Kg5 a6 h4 c6 h5 Kf7 Kf5 Kg7 Ke6 Kh6 Kd6 Kxh5 Kxc6 Kg5 Kb6 Kf6 Kxa6 Ke6 b5 Kd6 b6 Kd7 Ka7 Ke6 b7 Ke5 b8=Q+ Ke4 a4 Kf3
lugalbanda,1783,xnell90,1618,0-1,????.??.??,e4 e5 Nc3 d5 Nf3 d4 Ne2 f6 d3 c5 c3 Nc6 Nd2 Be6 f4 Bd6 f5 Bf7 g3 Nge7 Bg2 O-O O-O Qb6 g4 dxc3 bxc3 c4+ Kh1 cxd3 Ng3 Rfd8 g5 Bc5 gxf6 gxf6 Nh5 Kh8 Nxf6 Na5 Qg4 Qxf6 Nf3 Rg8 Bg5 Qh6 h4 Nc4 Rab1 Ne3 Bxh6 Rxg4 Nxe5 Rxh4+ Kg1 Ng4+ Rf2 Nxe5 Bg5 Rg4 Bxe7 Bxe7 Kf1 Bc4 Ke1 b5 Bf3 Nxf3+ Rxf3 Bh4+
robru57,1437,poutso,1343,1-0,????.??.??,e4 e5 a3 Nc6 h3 Bc5 Nf3 Nf6 d3 d5 exd5 Nxd5 c4 Nb6 b4 Bd4 Ra2 O-O Be2 Re8 O-O e4 dxe4 Rxe4 Nh2 Be6 Bf3 Rh4 Be3 Bxc4 Re1 Bxa2 Bxc6 bxc6 Nf3 Re4 Bxd4 Rxe1+ Qxe1 Bxb1 Qxb1 Nc4 Qe4 Nxa3 Qg4 g6 Be5 Nc2 Qc4 Qd1+ Kh2 Rb8 Ng5 Rxb4 Qxf7#
igo1,2055,zxcvbnmzxcvbnm,2060,0-1,????.??.??,g3 g6 Bg2 Bg7 c4 Nf6 Nf3 O-O O-O d6 d3 Nbd7 Nc3 Re8 Rb1 c6 b4 Qc7 b5 e5 bxc6 bxc6 Nd2 Nc5 Ba3 Ne6 Qa4 Bd7 Bb4 c5 Qa5 cxb4 Qxc7 Nxc7 Bxa8 bxc3 Bg2 cxd2 Rfd1 Ne6 Rxd2 Nc5 Rdb2 Rc8 Bf1 Bc6 f3 Nh5 e4 f5 Kf2 fxe4 dxe4 Rf8 Ke2 Nf6 Bg2 Ne6 Kd1 Nd4 Rb8 Nd7 Rxf8+ Bxf8 Kd2 Kf7 Kd3 Nc5+ Ke3 Be7 Kf2 Ke6 f4 exf4 gxf4 Nxe4+ Bxe4 Bxe4
eduardogauche,1919,Rasmus1,1547,1-0,????.??.??,e4 e5 Nf3 Nf6 Nc3 Bb4 Nxe5 Bxc3 bxc3 Qe7 Nf3 Qxe4+ Qe2 O-O d3 Qxe2+ Bxe2 d5 O-O c5 Ba3 b6 Ne5 Nbd7 f4 Nxe5 fxe5 Ng4 Bxg4 Bxg4 Rf4 h5 h3 Be6 d4 g5 Rf6 Kg7 dxc5 bxc5 Bxc5 Rfc8 Bd4 a5 Rb1 Rab8 Rff1 a4 a3 Ra8 Rb4 Rc4 Rfb1 Rac8 Kh2 Bf5 R1b2 Rxb4 Rxb4 Bxc2 Rb7 Kg6 Rd7 Bb3 Rd6+ Kf5 Rf6+ Ke4 Rxf7 Rg8 e6 g4 hxg4 hxg4 Kg3 Re8 e7 Bd1 Bc5 Kd3 Rf8 Rxe7 Bxe7 Kxc3 Kf4 Kb3 Rd8 Kc4 Ke5 Bb3 Rxd5
titanic,1551,Caracol,1646,0-1,????.??.??,g3 e5 d4 e4 e3 d5 h3 Nf6 Bg2 h6 a3 c5 c4 dxc4 Nc3 Qa5 Bd2 Qb6 Bxe4 cxd4 Nd5 Nxd5 Bxd5 Be7 Bxc4 O-O Bd3 dxe3 Bxe3 Qxb2 Nf3 Qc3+ Nd2 Bxa3 Kf1 Qxd3+ Kg1 Bd7 Qg4 Bxg4
ruxyxyi,1527,qwer11,1491,0-1,????.??.??,e4 g6 d4 Bg7 e5 f6 f4 fxe5 fxe5 d6 Nf3 c5 c3 cxd4 cxd4 dxe5 Nxe5 Bxe5 dxe5 Qxd1+ Kxd1 Bg4+ Be2 Bxe2+ Kxe2 Nc6 Bf4 Nd4+ Kd2 O-O-O Nc3 Ne6+ Ke3 Nxf4 Kxf4 Nh6 Rad1 Rhf8+ Ke4 Ng4 Rxd8+ Rxd8 Kf3 Nxe5+ Ke4 Nc4 b3 Nb6 Rc1 Kb8 Ke3 Nd5+ Nxd5 Rxd5 Rf1 Rf5 Rxf5 gxf5 Kf4 Kc7 Kxf5 Kd6 g4 Kd5 h4 e5 g5 e4 Kf4 Kd4 h5 e3 g6 hxg6 hxg6 e2 g7 e1=Q g8=Q Qf1+
lumil,1885,memogalata,1824,0-1,????.??.??,e4 d6 Bc4 e5 Nc3 Be7 a3 a6 Qf3 Nf6 Nd5 O-O d3 Nc6 Nxf6+ Bxf6 Ne2 Be6 Ba2 Bxa2 Rxa2 Bg5 O-O Bxc1 Rxc1 Qg5 c3 f5 exf5 Rxf5 Qg3 Qd2 Qe3 Qxe3 fxe3 Raf8 b3 g5 Ng3 R5f7 Raa1 Kg7 Ne4 Kg6 b4 h5 h3 Ne7 c4 Nf5 Re1 b6 Re2 h4 Rf1 Ne7 Rxf7 Rxf7 a4 d5 cxd5 Nxd5 b5 a5 d4 exd4 exd4 Re7 g4 Nf4 Re3 Nxh3+ Kg2 Nf4+ Kf2 h3 Ng3 Rxe3 Kxe3 Nd5+ Kd3 Nf6 Ke3 Nxg4+ Kf3 Nf6 Nf1 g4+ Kg3 Kg5 Ne3 Ne4+ Kh2 Nc3 Kg3 Ne2+ Kh2 Nxd4 Nd5 Kh4 Nxc7 g3+ Kh1 Nf3 Nd5 g2#
Snowden,1515,defectivebishop,1644,0-1,????.??.??,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bg5 e6 Bc4 Be7 Bb3 b5 f3 O-O O-O Qb6 Be3 e5 Nf5 Qc7 Nxe7+ Qxe7 Nd5 Nxd5 Bxd5 Bb7 Qe1 Bxd5 exd5 Nd7 Rd1 f5 f4 Rae8 fxe5 Nxe5 Qg3 Ng4 Bf4 Rf6 Rde1 Qa7+ Kh1 Rxe1
manuel_ts87,1601,Metalium,1667,0-1,????.??.??,c4 e5 Nc3 f5 g3 Nf6 Bg2 d6 e3 Be7 Nge2 O-O O-O Nc6 d3 Bd7 b3 Nh5 Bb2 f4 exf4 exf4 Nxf4 Nxf4 gxf4 Rxf4 Ne4 Qf8 Qd2 Re8 f3 Ne5 Rae1 Bc6 Ng5 Bxg5 Qe2 Ng6 Qf2 Rxe1 Rxe1 Bh4 Qe3 Bxe1 Qxe1 Qe8 Qf2 Rf7 Qg3 Re7 h3 Re1+ Kh2 Re2 Bc3 Ne5 f4 Rxg2+ Qxg2 Bxg2 Kxg2 Nxd3 Kg3 Nc1 Kg4 Nxa2 Bb2 Nb4 Kg5 Nd3 Bc3 Nc5 h4 Qg6#
IL10000,1814,julia-14,1540,1-0,????.??.??,e4 e6 Nf3 c6 d4 d5 exd5 cxd5 Bd3 f5 h3 Nf6 O-O Bd6 Re1 Nc6 c3 O-O b4 Ne4 Na3 Nxc3 Qc2 Ne4 Nb5 Nxb4 Qb2 Nxd3 Qb3 Nxe1 Nxe1 a6 Nc3 b5 Nxe4 fxe4 Be3 Qa5 g3 Qa3 Qc2 Bb7 Ng2 Rac8 Qd2 Bb4 Qe2 Qc3 Nf4 Qxa1+ Kg2 Qe1 Qg4 Rxf4 Bxf4 Rc2 Qxe6+ Kf8 Be3 Qxe3 Qf5+
delpiero3,1266,dungas,1230,0-1,????.??.??,e4 e5 Nf3 d6 h3 Be7 a3 h6 Be2 Nf6 c3 O-O d3 Nh5 Nbd2 Nf4 Bf1 f5 g3 Ng6 Nc4 f4 gxf4 exf4 Bd2 Nh4 Qe2 Nc6 O-O-O Ne5 Ncxe5 dxe5 Nxe5 Bd6 Nf3 Be6 e5 Be7 d4 Bb3 Re1 Qd5 Bg2 Bc4 Qe4 Qxe4 Rxe4 Nxg2 Rg1 Nh4 Nxh4 Bxh4 Bxf4 Bd3 Bxh6
jkl22,1559,OkayChess,1566,1-0,????.??.??,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 Bg4 h3 Bd7 O-O Qc8 Be3 Bxh3 gxh3 Qxh3 Ng5 Qd7 Kg2 h5 Rh1 h4 Rxh4 Nh5 Bxh5 gxh5 Qxh5
najjih,1511,peter-br,1515,1-0,????.??.??,e4 e6 Nf3 c6 d4 d5 e5 c5 c3 cxd4 cxd4 Nc6 a3 Qb6 Be2 Nge7 O-O Nf5 Nc3 Nfxd4 Nxd4 Nxd4 Na4 Nxe2+ Qxe2 Bd7 Nxb6 axb6 Be3
Horobetz,2488,erindreki,2438,1-0,????.??.??,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 O-O Bg4 d3 Bc5 h3 h5 Be3 Bxe3 fxe3 Bxf3 Qxf3 Qd7 Nd2 Nf6 Nc4 Qe6 a4 Nd7 b4 f6 Rab1 h4 Na5 O-O-O b5 b6 Nxc6 axb5 Nxd8 Rxd8 axb5 Nc5 Ra1 Kb7 Qf5 Qe7 Ra2 Ra8 Rfa1 Rxa2 Rxa2 Qf7 Ra1 Qe8 Qf1 Qxb5 Qb1 Qc6 Qa2 Kc8 Qa8+ Kd7 Qxc6+ Kxc6 Ra8 Ne6 Re8 Kd7 Rg8 Ke7 d4 exd4 exd4 Kf7 Rc8 Nxd4 Rxc7+ Ke6 c3 Ne2+ Kf2 Nf4 Rxg7 Nd3+ Ke3 Ne5 Rh7 f5 Rh6+ Kf7 exf5 Nc4+ Kd4 Nd2 Rxh4 Nb3+ Kc4 Nc5 Rh7+ Kf6 Rh6+ Ke5 Rxb6 Ne4 Rb5+ Kf6 Rd5 Kg5 Rd4 Kf4 Kd3 Ke5 Rxe4+ Kxf5 Rd4 Kf6 c4
acer,1714,crocco,1370,1-0,????.??.??,e4 e5 f4 exf4 Nf3 Bd6 Bc4 Nf6 e5 Bxe5 Nxe5 O-O O-O Nh5 d4 Qh4 Qf3 Ng3 Rf2 d6 Nd3 Bg4 Qxb7 Ne2+ Rxe2 Bxe2 Qxa8 Qg4 Nf2 Qh5 Bxe2 Qxe2 h3 Nc6 Qb7 Nxd4 Nc3 Nxc2 Nxe2
